LinUCB,’ñˆÄŽè–@,,’ñˆÄŽè–@
1.05732,1.05023,0.04115,1.06023
1.05731,1.05071,0.04116,1.06071
1.0573,1.05022,0.04117,1.06022
1.05729,1.05107,0.04119,1.06107
1.05728,1.05052,0.04118,1.06052
1.05727,1.05068,0.0412,1.06068
1.05726,1.05132,0.04125,1.06132
1.05725,1.05194,0.04125,1.06194
1.05724,1.05185,0.04128,1.06185
1.05724,1.05248,0.04131,1.06248
1.05723,1.05227,0.04128,1.06227
1.05722,1.0519,0.04131,1.0619
1.05721,1.05234,0.0413,1.06234
1.05721,1.05257,0.04134,1.06257
1.0572,1.05336,0.0414,1.06336
1.0572,1.05456,0.04142,1.06456
1.05719,1.05486,0.04143,1.06486
1.05719,1.05565,0.04149,1.06565
1.05719,1.05694,0.04155,1.06694
1.05719,1.05754,0.04157,1.06754
1.05719,1.05819,0.04162,1.06819
1.0572,1.05858,0.04163,1.06858
1.0572,1.05843,0.04164,1.06843
1.0572,1.05951,0.04172,1.06951
1.05721,1.06118,0.04177,1.07118
1.05721,1.06232,0.04181,1.07232
1.05722,1.06227,0.04181,1.07227
1.05723,1.06187,0.04179,1.07187
1.05723,1.06195,0.04186,1.07195
1.05724,1.06347,0.04189,1.07347
1.05725,1.06405,0.04192,1.07405
1.05726,1.06424,0.04194,1.07424
1.05727,1.06491,0.04202,1.07491
1.05729,1.06637,0.04206,1.07637
1.0573,1.06735,0.04213,1.07735
1.05732,1.06815,0.04214,1.07815
1.05733,1.06884,0.04221,1.07884
1.05735,1.0701,0.04227,1.0801
1.05737,1.07153,0.04237,1.08153
1.05739,1.07311,0.04241,1.08311
1.05741,1.07375,0.04243,1.08375
1.05744,1.07463,0.0425,1.08463
1.05746,1.0753,0.04249,1.0853
1.05749,1.07536,0.04249,1.08536
1.05751,1.07507,0.04248,1.08507
1.05754,1.07534,0.04251,1.08534
1.05756,1.07514,0.04252,1.08514
1.05758,1.07515,0.04253,1.08515
1.05761,1.07513,0.04253,1.08513
1.05763,1.0749,0.04252,1.0849
1.05766,1.0751,0.04258,1.0851
1.05768,1.07578,0.04259,1.08578
1.05771,1.07611,0.04261,1.08611
1.05773,1.07653,0.04263,1.08653
1.05776,1.077,0.04262,1.087
1.05778,1.0766,0.04261,1.0866
1.05781,1.07654,0.0426,1.08654
1.05783,1.07622,0.04261,1.08622
1.05786,1.07635,0.04264,1.08635
1.05789,1.07737,0.04271,1.08737
1.05791,1.07834,0.04273,1.08834
1.05794,1.07847,0.04275,1.08847
1.05797,1.07867,0.04276,1.08867
1.058,1.07853,0.04275,1.08853
1.05802,1.07829,0.04274,1.08829
1.05805,1.07824,0.04276,1.08824
1.05808,1.07824,0.04278,1.08824
1.05811,1.07861,0.04277,1.08861
1.05813,1.07849,0.04277,1.08849
1.05816,1.07887,0.04281,1.08887
1.05819,1.07899,0.04283,1.08899
1.05822,1.07981,0.04287,1.08981
1.05825,1.0803,0.04287,1.0903
1.05828,1.0803,0.04287,1.0903
1.0583,1.08042,0.04288,1.09042
1.05833,1.08031,0.04287,1.09031
1.05836,1.08029,0.04289,1.09029
1.05839,1.08,0.04289,1.09
1.05842,1.07973,0.04287,1.08973
1.05845,1.07964,0.04288,1.08964
1.05848,1.07942,0.04286,1.08942
1.0585,1.07945,0.04288,1.08945
1.05853,1.07944,0.04288,1.08944
1.05856,1.07984,0.04292,1.08984
1.05859,1.08032,0.04294,1.09032
1.05861,1.08008,0.04295,1.09008
1.05864,1.0801,0.04296,1.0901
1.05867,1.08003,0.04296,1.09003
1.0587,1.08023,0.04297,1.09023
1.05873,1.0803,0.043,1.0903
1.05876,1.08061,0.04302,1.09061
1.05878,1.08135,0.04304,1.09135
1.05881,1.08142,0.04304,1.09142
1.05884,1.08113,0.04304,1.09113
1.05887,1.08103,0.04304,1.09103
1.0589,1.08068,0.04305,1.09068
1.05893,1.0811,0.04307,1.0911
1.05896,1.08118,0.04309,1.09118
1.05899,1.0809,0.04306,1.0909
1.05901,1.08031,0.04305,1.09031
1.05904,1.08076,0.04309,1.09076
1.05907,1.08121,0.0431,1.09121
1.0591,1.08112,0.04312,1.09112
1.05912,1.08098,0.0431,1.09098
1.05915,1.08069,0.04311,1.09069
1.05918,1.08061,0.04313,1.09061
1.05921,1.081,0.04314,1.091
1.05924,1.08089,0.04313,1.09089
1.05926,1.08016,0.04313,1.09016
1.05929,1.08029,0.04315,1.09029
1.05932,1.08082,0.04317,1.09082
1.05934,1.08067,0.04318,1.09067
1.05937,1.08123,0.04323,1.09123
1.0594,1.08199,0.04326,1.09199
1.05943,1.0827,0.04327,1.0927
1.05946,1.08285,0.04331,1.09285
1.05949,1.08328,0.04331,1.09328
1.05952,1.08373,0.04333,1.09373
1.05955,1.08367,0.04333,1.09367
1.05958,1.08341,0.04334,1.09341
1.05961,1.08401,0.04337,1.09401
1.05964,1.08411,0.04339,1.09411
1.05967,1.08483,0.04345,1.09483
1.0597,1.08618,0.04349,1.09618
1.05974,1.08721,0.04356,1.09721
1.05977,1.08875,0.04363,1.09875
1.05981,1.08954,0.04366,1.09954
1.05985,1.08973,0.04369,1.09973
1.05989,1.09061,0.04375,1.10061
1.05993,1.09192,0.04382,1.10192
1.05997,1.09259,0.04382,1.10259
1.06001,1.09289,0.04385,1.10289
1.06005,1.09342,0.04389,1.10342
1.06009,1.09392,0.0439,1.10392
1.06013,1.09349,0.0439,1.10349
1.06017,1.09339,0.0439,1.10339
1.06021,1.09345,0.04394,1.10345
1.06025,1.09383,0.04395,1.10383
1.06029,1.09439,0.04399,1.10439
1.06034,1.09486,0.04401,1.10486
1.06038,1.09562,0.04407,1.10562
1.06042,1.09621,0.04412,1.10621
1.06047,1.09676,0.04413,1.10676
1.06051,1.09705,0.04416,1.10705
1.06056,1.09824,0.04421,1.10824
1.0606,1.09862,0.04423,1.10862
1.06065,1.09869,0.04425,1.10869
1.0607,1.09931,0.0443,1.10931
1.06074,1.0996,0.0443,1.1096
1.06079,1.10042,0.04437,1.11042
1.06084,1.10085,0.04438,1.11085
1.06089,1.10104,0.0444,1.11104
1.06094,1.10173,0.04445,1.11173
1.06099,1.10246,0.04449,1.11246
1.06104,1.10289,0.04452,1.11289
1.06109,1.10324,0.04454,1.11324
1.06114,1.10384,0.04458,1.11384
1.06119,1.10492,0.04463,1.11492
1.06124,1.10535,0.04467,1.11535
1.0613,1.10625,0.0447,1.11625
1.06135,1.10639,0.04472,1.11639
1.06141,1.10661,0.04472,1.11661
1.06146,1.10638,0.04475,1.11638
1.06151,1.10661,0.04477,1.11661
1.06157,1.1074,0.0448,1.1174
1.06162,1.10731,0.0448,1.11731
1.06167,1.1068,0.04478,1.1168
1.06173,1.10701,0.04482,1.11701
1.06178,1.10756,0.04482,1.11756
1.06184,1.10757,0.04483,1.11757
1.06189,1.10767,0.04484,1.11767
1.06194,1.10791,0.04486,1.11791
1.062,1.10887,0.04491,1.11887
1.06205,1.10925,0.04491,1.11925
1.06211,1.10916,0.04493,1.11916
1.06216,1.1091,0.04492,1.1191
1.06222,1.10922,0.04495,1.11922
1.06227,1.10959,0.04497,1.11959
1.06233,1.11027,0.04502,1.12027
1.06239,1.1108,0.04504,1.1208
1.06244,1.1111,0.04508,1.1211
1.0625,1.11192,0.04509,1.12192
1.06256,1.11188,0.04512,1.12188
1.06262,1.11231,0.04513,1.12231
1.06267,1.11248,0.04515,1.12248
1.06273,1.11254,0.04517,1.12254
1.06279,1.11297,0.0452,1.12297
1.06285,1.11301,0.0452,1.12301
1.06291,1.11315,0.04523,1.12315
1.06296,1.11311,0.04523,1.12311
1.06302,1.11296,0.04523,1.12296
1.06308,1.11262,0.04524,1.12262
1.06313,1.1126,0.04527,1.1226
1.06319,1.1136,0.04533,1.1236
1.06325,1.11429,0.04536,1.12429
1.06331,1.11439,0.04537,1.12439
1.06337,1.11385,0.04537,1.12385
1.06342,1.11413,0.04539,1.12413
1.06348,1.11441,0.04542,1.12441
1.06354,1.11497,0.04542,1.12497
1.0636,1.1148,0.04541,1.1248
1.06366,1.11438,0.04541,1.12438
1.06371,1.11436,0.04542,1.12436
1.06377,1.1143,0.04544,1.1243
1.06383,1.11475,0.04548,1.12475
1.06389,1.11492,0.04548,1.12492
1.06395,1.11497,0.04549,1.12497
1.064,1.11523,0.04552,1.12523
1.06406,1.11538,0.04555,1.12538
1.06412,1.11545,0.04555,1.12545
1.06418,1.11622,0.04558,1.12622
1.06423,1.11579,0.04555,1.12579
1.06429,1.11536,0.04558,1.12536
1.06435,1.11598,0.04562,1.12598
1.06441,1.11706,0.0457,1.12706
1.06447,1.11825,0.04573,1.12825
1.06453,1.1187,0.04577,1.1287
1.06459,1.11882,0.04575,1.12882
1.06465,1.11907,0.04579,1.12907
1.06471,1.11949,0.0458,1.12949
1.06477,1.11937,0.0458,1.12937
1.06483,1.11985,0.04584,1.12985
1.0649,1.12086,0.0459,1.13086
1.06496,1.12169,0.04593,1.13169
1.06502,1.12202,0.04595,1.13202
1.06509,1.12251,0.04598,1.13251
1.06515,1.12263,0.04597,1.13263
1.06521,1.12239,0.04599,1.13239
1.06528,1.12251,0.046,1.13251
1.06534,1.12279,0.04602,1.13279
1.0654,1.12284,0.04602,1.13284
1.06546,1.12292,0.04606,1.13292
1.06553,1.12345,0.04606,1.13345
1.06559,1.12345,0.04609,1.13345
1.06566,1.12371,0.0461,1.13371
1.06572,1.12372,0.04612,1.13372
1.06578,1.12377,0.04612,1.13377
1.06585,1.12381,0.04615,1.13381
1.06591,1.12436,0.04618,1.13436
1.06597,1.12423,0.04617,1.13423
1.06604,1.12396,0.04619,1.13396
1.0661,1.12426,0.0462,1.13426
1.06616,1.12441,0.04622,1.13441
1.06622,1.12406,0.0462,1.13406
1.06629,1.12328,0.04616,1.13328
1.06635,1.12252,0.04617,1.13252
1.06641,1.12301,0.04619,1.13301
1.06647,1.12337,0.04622,1.13337
1.06653,1.12338,0.04624,1.13338
1.06659,1.12368,0.04626,1.13368
1.06665,1.12373,0.04627,1.13373
1.06672,1.12379,0.04628,1.13379
1.06678,1.12417,0.04629,1.13417
1.06684,1.12436,0.04631,1.13436
1.0669,1.12421,0.04631,1.13421
1.06696,1.12401,0.0463,1.13401
1.06702,1.12402,0.04631,1.13402
1.06708,1.12377,0.0463,1.13377
1.06714,1.12368,0.04631,1.13368
1.0672,1.12339,0.0463,1.13339
1.06726,1.12329,0.04632,1.13329
1.06732,1.12331,0.04633,1.13331
1.06738,1.12323,0.0463,1.13323
1.06744,1.12331,0.04634,1.13331
1.0675,1.12356,0.04636,1.13356
1.06756,1.12378,0.04636,1.13378
1.06762,1.12368,0.04636,1.13368
1.06768,1.12355,0.04637,1.13355
1.06774,1.12378,0.0464,1.13378
1.0678,1.12415,0.04642,1.13415
1.06786,1.12385,0.04639,1.13385
1.06792,1.12444,0.04645,1.13444
1.06798,1.12483,0.04646,1.13483
1.06804,1.1248,0.04646,1.1348
1.06809,1.12441,0.04644,1.13441
1.06815,1.1243,0.04647,1.1343
1.06821,1.12438,0.04645,1.13438
1.06827,1.12395,0.04645,1.13395
1.06833,1.12388,0.04645,1.13388
1.06839,1.12438,0.04649,1.13438
1.06845,1.12453,0.04649,1.13453
1.0685,1.12463,0.04649,1.13463
1.06856,1.12452,0.04651,1.13452
1.06862,1.12483,0.04652,1.13483
1.06868,1.12539,0.04657,1.13539
1.06874,1.12581,0.04657,1.13581
1.0688,1.12573,0.04657,1.13573
1.06886,1.12576,0.04658,1.13576
1.06892,1.12602,0.04661,1.13602
1.06897,1.1263,0.04664,1.1363
1.06903,1.12652,0.04664,1.13652
1.06909,1.12703,0.04668,1.13703
1.06915,1.12723,0.04669,1.13723
1.06921,1.12732,0.04671,1.13732
1.06927,1.12736,0.04672,1.13736
1.06933,1.12757,0.04674,1.13757
1.06939,1.12777,0.04674,1.13777
1.06945,1.12759,0.04672,1.13759
1.06951,1.12748,0.04674,1.13748
1.06957,1.1276,0.04673,1.1376
1.06963,1.12733,0.04676,1.13733
1.06969,1.12753,0.04676,1.13753
1.06975,1.12753,0.04675,1.13753
1.06981,1.12771,0.04678,1.13771
1.06987,1.12817,0.0468,1.13817
1.06992,1.12785,0.04679,1.13785
1.06998,1.12786,0.04682,1.13786
1.07004,1.12815,0.04682,1.13815
1.0701,1.12819,0.04682,1.13819
1.07016,1.12825,0.04684,1.13825
1.07022,1.12811,0.04682,1.13811
1.07028,1.12755,0.0468,1.13755
1.07033,1.12699,0.0468,1.13699
1.07039,1.12721,0.04682,1.13721
1.07045,1.12737,0.04681,1.13737
1.07051,1.12719,0.04682,1.13719
1.07056,1.12726,0.04684,1.13726
1.07062,1.12723,0.04686,1.13723
1.07068,1.12762,0.04686,1.13762
1.07073,1.12732,0.04687,1.13732
1.07079,1.12758,0.04688,1.13758
1.07085,1.12789,0.0469,1.13789
1.0709,1.12827,0.04693,1.13827
1.07096,1.12851,0.04694,1.13851
1.07102,1.12881,0.04695,1.13881
1.07108,1.12893,0.04696,1.13893
1.07113,1.12912,0.04697,1.13912
1.07119,1.12859,0.04694,1.13859
1.07125,1.12814,0.04696,1.13814
1.0713,1.12842,0.04698,1.13842
1.07136,1.12825,0.04698,1.13825
1.07142,1.12807,0.04698,1.13807
1.07147,1.12762,0.04697,1.13762
1.07153,1.12746,0.04702,1.13746
1.07158,1.12805,0.04703,1.13805
1.07164,1.12831,0.04706,1.13831
1.0717,1.12893,0.0471,1.13893
1.07175,1.12936,0.04712,1.13936
1.07181,1.1296,0.04713,1.1396
1.07187,1.12995,0.04714,1.13995
1.07192,1.13013,0.04716,1.14013
1.07198,1.1301,0.04715,1.1401
1.07204,1.12988,0.04714,1.13988
1.07209,1.13005,0.04718,1.14005
1.07215,1.13028,0.04718,1.14028
1.07221,1.13029,0.0472,1.14029
1.07226,1.13068,0.04722,1.14068
1.07232,1.13044,0.0472,1.14044
1.07238,1.13039,0.04722,1.14039
1.07243,1.13055,0.04723,1.14055
1.07249,1.13084,0.04724,1.14084
1.07255,1.13105,0.04725,1.14105
1.0726,1.1313,0.04725,1.1413
1.07266,1.13086,0.04724,1.14086
1.07272,1.13077,0.04725,1.14077
1.07277,1.13096,0.04725,1.14096
1.07283,1.13083,0.04725,1.14083
1.07289,1.13055,0.04725,1.14055
1.07294,1.1308,0.04727,1.1408
1.073,1.1309,0.04728,1.1409
1.07305,1.13124,0.04729,1.14124
1.07311,1.13104,0.04728,1.14104
1.07316,1.13107,0.04729,1.14107
1.07322,1.13061,0.04728,1.14061
1.07327,1.13103,0.04735,1.14103
1.07333,1.1316,0.04735,1.1416
1.07339,1.1317,0.04735,1.1417
1.07344,1.13135,0.04734,1.14135
1.0735,1.13095,0.04732,1.14095
1.07355,1.13087,0.04734,1.14087
1.07361,1.13081,0.04733,1.14081
1.07366,1.131,0.04734,1.141
1.07371,1.13102,0.04736,1.14102
1.07377,1.13123,0.04736,1.14123
1.07382,1.13119,0.04736,1.14119
1.07388,1.13131,0.04737,1.14131
1.07393,1.1317,0.04739,1.1417
1.07399,1.13204,0.04742,1.14204
1.07404,1.13231,0.04743,1.14231
1.0741,1.13241,0.04744,1.14241
1.07415,1.13239,0.04744,1.14239
1.07421,1.13269,0.04749,1.14269
1.07426,1.13331,0.04752,1.14331
1.07432,1.13345,0.04751,1.14345
1.07438,1.13351,0.04754,1.14351
1.07443,1.13438,0.04757,1.14438
1.07449,1.135,0.04761,1.145
1.07455,1.13536,0.04764,1.14536
1.0746,1.1362,0.04767,1.1462
1.07466,1.13635,0.04767,1.14635
1.07472,1.13635,0.04769,1.14635
1.07478,1.13655,0.0477,1.14655
1.07483,1.13712,0.04771,1.14712
1.07489,1.13737,0.04774,1.14737
1.07495,1.13779,0.04775,1.14779
1.07501,1.13822,0.04776,1.14822
1.07507,1.13813,0.04779,1.14813
1.07513,1.1385,0.04779,1.1485
1.07519,1.13875,0.04781,1.14875
1.07525,1.13879,0.04783,1.14879
1.07531,1.13929,0.04785,1.14929
1.07536,1.13925,0.04784,1.14925
1.07542,1.13921,0.04784,1.14921
1.07548,1.13886,0.04784,1.14886
1.07554,1.1385,0.04785,1.1485
1.0756,1.13887,0.04786,1.14887
1.07566,1.13904,0.0479,1.14904
1.07572,1.13954,0.04791,1.14954
1.07577,1.13956,0.04791,1.14956
1.07583,1.13958,0.04791,1.14958
1.07589,1.13944,0.04792,1.14944
1.07595,1.1392,0.04792,1.1492
1.07601,1.13937,0.04793,1.14937
1.07607,1.13921,0.04793,1.14921
1.07612,1.13922,0.04793,1.14922
1.07618,1.13876,0.0479,1.14876
1.07624,1.1385,0.04789,1.1485
1.07629,1.13842,0.04789,1.14842
1.07635,1.13819,0.04789,1.14819
1.07641,1.13798,0.04788,1.14798
1.07646,1.13786,0.04788,1.14786
1.07652,1.1378,0.0479,1.1478
1.07657,1.13844,0.04794,1.14844
1.07663,1.13876,0.04793,1.14876
1.07669,1.13873,0.04797,1.14873
1.07674,1.13924,0.04797,1.14924
1.0768,1.13978,0.04801,1.14978
1.07686,1.13976,0.04798,1.14976
1.07691,1.13934,0.04799,1.14934
1.07697,1.13903,0.048,1.14903
1.07703,1.13898,0.04801,1.14898
1.07708,1.13882,0.048,1.14882
1.07714,1.13849,0.04797,1.14849
1.07719,1.13813,0.04798,1.14813
1.07725,1.13785,0.04796,1.14785
1.0773,1.13768,0.04796,1.14768
1.07735,1.13726,0.04795,1.14726
1.07741,1.13721,0.04796,1.14721
1.07746,1.137,0.04797,1.147
1.07751,1.13719,0.04798,1.14719
1.07757,1.13737,0.048,1.14737
1.07762,1.1375,0.04798,1.1475
1.07767,1.13713,0.04798,1.14713
1.07773,1.13699,0.04798,1.14699
1.07778,1.13696,0.04799,1.14696
1.07783,1.13728,0.048,1.14728
1.07788,1.13744,0.04802,1.14744
1.07794,1.13794,0.04804,1.14794
1.07799,1.13807,0.04805,1.14807
1.07804,1.1382,0.04807,1.1482
1.0781,1.13876,0.04809,1.14876
1.07815,1.1386,0.04809,1.1486
1.07821,1.13868,0.04808,1.14868
1.07826,1.1386,0.04807,1.1486
1.07831,1.13865,0.0481,1.14865
1.07837,1.13912,0.04814,1.14912
1.07842,1.13953,0.04817,1.14953
1.07847,1.13973,0.04816,1.14973
1.07853,1.13984,0.04818,1.14984
1.07858,1.13983,0.04817,1.14983
1.07864,1.13994,0.04819,1.14994
1.07869,1.14038,0.04822,1.15038
1.07874,1.14043,0.04823,1.15043
1.0788,1.14137,0.04827,1.15137
1.07885,1.1414,0.04827,1.1514
1.07891,1.14123,0.04827,1.15123
1.07896,1.14129,0.04829,1.15129
1.07902,1.14146,0.0483,1.15146
1.07907,1.14131,0.04829,1.15131
1.07912,1.14139,0.04829,1.15139
1.07918,1.14106,0.04829,1.15106
1.07923,1.14094,0.04829,1.15094
1.07929,1.14099,0.0483,1.15099
1.07934,1.14181,0.04834,1.15181
1.07939,1.14182,0.04835,1.15182
1.07945,1.14225,0.04837,1.15225
1.0795,1.14247,0.04838,1.15247
1.07956,1.14223,0.04837,1.15223
1.07961,1.14202,0.04837,1.15202
1.07967,1.14205,0.04838,1.15205
1.07972,1.14218,0.04839,1.15218
1.07977,1.1424,0.04841,1.1524
1.07983,1.14312,0.04843,1.15312
1.07988,1.14353,0.04846,1.15353
1.07994,1.14404,0.04849,1.15404
1.07999,1.14445,0.04851,1.15445
1.08005,1.14494,0.04853,1.15494
1.0801,1.14536,0.04853,1.15536
1.08016,1.14572,0.04857,1.15572
1.08022,1.14656,0.0486,1.15656
1.08027,1.14684,0.04863,1.15684
1.08033,1.14734,0.04864,1.15734
1.08039,1.14748,0.04865,1.15748
1.08045,1.14781,0.04867,1.15781
1.0805,1.14822,0.04871,1.15822
1.08056,1.14884,0.04874,1.15884
1.08062,1.14943,0.04876,1.15943
1.08068,1.15008,0.0488,1.16008
1.08074,1.15058,0.04881,1.16058
1.0808,1.15079,0.04883,1.16079
1.08086,1.15112,0.04885,1.16112
1.08092,1.15148,0.04885,1.16148
1.08098,1.15111,0.04886,1.16111
1.08104,1.15154,0.04887,1.16154
1.0811,1.15161,0.04889,1.16161
1.08116,1.15236,0.04891,1.16236
1.08122,1.15282,0.04894,1.16282
1.08128,1.15355,0.04897,1.16355
1.08134,1.15364,0.04898,1.16364
1.0814,1.15395,0.049,1.16395
1.08146,1.15432,0.049,1.16432
1.08152,1.15432,0.04901,1.16432
1.08158,1.15431,0.049,1.16431
1.08164,1.15417,0.049,1.16417
1.08171,1.15442,0.04901,1.16442
1.08177,1.15489,0.04904,1.16489
1.08183,1.15576,0.04907,1.16576
1.08189,1.15606,0.04909,1.16606
1.08195,1.15678,0.04913,1.16678
1.08202,1.15764,0.04918,1.16764
1.08208,1.1584,0.04921,1.1684
1.08214,1.15874,0.04922,1.16874
1.08221,1.15875,0.04923,1.16875
1.08227,1.15895,0.04924,1.16895
1.08234,1.15917,0.04926,1.16917
1.0824,1.15945,0.04926,1.16945
1.08246,1.15999,0.04928,1.16999
1.08253,1.15966,0.04928,1.16966
1.08259,1.16003,0.04932,1.17003
1.08266,1.16065,0.04934,1.17065
1.08272,1.1614,0.04936,1.1714
1.08279,1.16166,0.04939,1.17166
1.08285,1.16242,0.04942,1.17242
1.08292,1.16303,0.04944,1.17303
1.08298,1.16328,0.04947,1.17328
1.08305,1.16384,0.04947,1.17384
1.08312,1.16401,0.0495,1.17401
1.08319,1.16523,0.04954,1.17523
1.08325,1.16534,0.04955,1.17534
1.08332,1.16553,0.04956,1.17553
1.08339,1.16568,0.04957,1.17568
1.08345,1.16572,0.04957,1.17572
1.08352,1.16563,0.04957,1.17563
1.08359,1.16578,0.04958,1.17578
1.08366,1.16607,0.04961,1.17607
1.08372,1.1665,0.04963,1.1765
1.08379,1.16692,0.04967,1.17692
1.08386,1.16736,0.04968,1.17736
1.08393,1.16755,0.04969,1.17755
1.084,1.16797,0.04972,1.17797
1.08407,1.16817,0.04973,1.17817
1.08413,1.16823,0.04974,1.17823
1.0842,1.16852,0.04976,1.17852
1.08427,1.16883,0.04978,1.17883
1.08434,1.16888,0.0498,1.17888
1.08441,1.16927,0.04981,1.17927
1.08448,1.16951,0.04983,1.17951
1.08455,1.1702,0.04983,1.1802
1.08462,1.17004,0.04985,1.18004
1.08468,1.16992,0.04983,1.17992
1.08475,1.17002,0.04986,1.18002
1.08482,1.17032,0.04987,1.18032
1.08489,1.17037,0.04986,1.18037
1.08496,1.16999,0.04986,1.17999
1.08503,1.16988,0.04987,1.17988
1.0851,1.16987,0.04986,1.17987
1.08516,1.17011,0.0499,1.18011
1.08523,1.17061,0.04992,1.18061
1.0853,1.17065,0.04992,1.18065
1.08537,1.17055,0.04992,1.18055
1.08544,1.17064,0.04993,1.18064
1.08551,1.17068,0.04992,1.18068
1.08557,1.17106,0.04996,1.18106
1.08564,1.17158,0.04999,1.18158
1.08571,1.17194,0.04998,1.18194
1.08578,1.1717,0.04997,1.1817
1.08585,1.1719,0.05001,1.1819
1.08592,1.1724,0.05,1.1824
1.08599,1.17227,0.05002,1.18227
1.08605,1.17249,0.05001,1.18249
1.08612,1.1724,0.05002,1.1824
1.08619,1.1725,0.05003,1.1825
1.08626,1.17237,0.05004,1.18237
1.08633,1.17302,0.05006,1.18302
1.0864,1.17313,0.05005,1.18313
1.08647,1.17307,0.05008,1.18307
1.08653,1.17321,0.05008,1.18321
1.0866,1.17319,0.05008,1.18319
1.08667,1.17307,0.05008,1.18307
1.08674,1.17309,0.05009,1.18309
1.08681,1.17302,0.05009,1.18302
1.08687,1.17318,0.0501,1.18318
1.08694,1.17319,0.0501,1.18319
1.08701,1.17318,0.05011,1.18318
1.08708,1.17301,0.0501,1.18301
1.08715,1.17306,0.05011,1.18306
1.08721,1.17334,0.05016,1.18334
1.08728,1.17403,0.05017,1.18403
1.08735,1.174,0.05016,1.184
1.08742,1.1741,0.05017,1.1841
1.08748,1.17417,0.05018,1.18417
1.08755,1.17411,0.05018,1.18411
1.08762,1.17393,0.05018,1.18393
1.08769,1.17386,0.05019,1.18386
1.08775,1.17417,0.05021,1.18417
1.08782,1.17475,0.05022,1.18475
1.08789,1.17505,0.05024,1.18505
1.08796,1.17513,0.05024,1.18513
1.08803,1.17521,0.05024,1.18521
1.08809,1.17545,0.05029,1.18545
1.08816,1.17602,0.05029,1.18602
1.08823,1.17582,0.05029,1.18582
1.0883,1.17612,0.05031,1.18612
1.08836,1.17607,0.0503,1.18607
1.08843,1.17655,0.05033,1.18655
1.0885,1.17626,0.05031,1.18626
1.08857,1.17624,0.05033,1.18624
1.08864,1.17649,0.05033,1.18649
1.0887,1.1764,0.05034,1.1864
1.08877,1.17647,0.05036,1.18647
1.08884,1.17687,0.05036,1.18687
1.08891,1.17673,0.05037,1.18673
1.08897,1.17705,0.05039,1.18705
1.08904,1.17735,0.0504,1.18735
1.08911,1.17775,0.05041,1.18775
1.08918,1.17791,0.05042,1.18791
1.08925,1.17865,0.05046,1.18865
1.08932,1.17898,0.05047,1.18898
1.08938,1.179,0.05049,1.189
1.08945,1.17929,0.05051,1.18929
1.08952,1.17938,0.05052,1.18938
1.08959,1.17965,0.05053,1.18965
1.08966,1.1798,0.05055,1.1898
1.08973,1.18007,0.05055,1.19007
1.0898,1.18036,0.05055,1.19036
1.08987,1.18047,0.05057,1.19047
1.08993,1.18085,0.05059,1.19085
1.09,1.18109,0.05059,1.19109
1.09007,1.18133,0.05061,1.19133
1.09014,1.18107,0.0506,1.19107
1.09021,1.18113,0.05062,1.19113
1.09028,1.18169,0.05066,1.19169
1.09035,1.18207,0.05068,1.19207
1.09042,1.18237,0.05068,1.19237
1.09049,1.18251,0.05068,1.19251
1.09056,1.18241,0.0507,1.19241
1.09063,1.18265,0.0507,1.19265
1.0907,1.18264,0.05071,1.19264
1.09077,1.18285,0.05073,1.19285
1.09084,1.18292,0.05074,1.19292
1.09091,1.18316,0.05078,1.19316
1.09098,1.18362,0.05077,1.19362
1.09104,1.18353,0.05077,1.19353
1.09111,1.18361,0.05079,1.19361
1.09118,1.18385,0.05078,1.19385
1.09125,1.18349,0.05077,1.19349
1.09132,1.18356,0.05077,1.19356
1.09139,1.18394,0.05078,1.19394
1.09146,1.18405,0.05078,1.19405
1.09153,1.18369,0.05076,1.19369
1.0916,1.1836,0.05078,1.1936
1.09167,1.184,0.05077,1.194
1.09174,1.18376,0.05075,1.19376
1.0918,1.18317,0.05073,1.19317
1.09187,1.18305,0.05073,1.19305
1.09194,1.18315,0.05073,1.19315
1.09201,1.18318,0.05074,1.19318
1.09207,1.18329,0.05075,1.19329
1.09214,1.18361,0.05075,1.19361
1.09221,1.18364,0.05076,1.19364
1.09228,1.18353,0.05076,1.19353
1.09235,1.18352,0.05076,1.19352
1.09241,1.18388,0.05077,1.19388
1.09248,1.18406,0.05079,1.19406
1.09255,1.18444,0.0508,1.19444
1.09262,1.18476,0.05082,1.19476
1.09269,1.18477,0.05079,1.19477
1.09275,1.1844,0.0508,1.1944
1.09282,1.1849,0.05083,1.1949
1.09289,1.18492,0.05081,1.19492
1.09296,1.18483,0.0508,1.19483
1.09302,1.18476,0.05081,1.19476
1.09309,1.18492,0.05081,1.19492
1.09316,1.18445,0.05079,1.19445
1.09322,1.18426,0.05079,1.19426
1.09329,1.18479,0.05084,1.19479
1.09336,1.18511,0.05084,1.19511
1.09343,1.18517,0.05083,1.19517
1.09349,1.18502,0.05085,1.19502
1.09356,1.18552,0.05087,1.19552
1.09363,1.18559,0.05086,1.19559
1.09369,1.1854,0.05085,1.1954
1.09376,1.18539,0.05087,1.19539
1.09383,1.18572,0.05087,1.19572
1.0939,1.18581,0.05088,1.19581
1.09396,1.18555,0.05087,1.19555
1.09403,1.18538,0.05086,1.19538
1.09409,1.18526,0.05086,1.19526
1.09416,1.18538,0.05087,1.19538
1.09423,1.18557,0.05086,1.19557
